Palabra/Clase, FrecPos, FrecNeg, LogPos, LogNeg
though, 3, 1, -3.2099169530089915, -3.5424519473759766
consistent, 0, 1, -3.811976944336954, -3.5424519473759766
packed, 0, 1, -3.811976944336954, -3.5424519473759766
officially, 0, 1, -3.811976944336954, -3.5424519473759766
honestly, 1, 1, -3.5109469486729727, -3.5424519473759766
blown, 0, 1, -3.811976944336954, -3.5424519473759766
awful, 0, 3, -3.811976944336954, -3.2414219517119953
gone, 1, 2, -3.5109469486729727, -3.3663606883202952
fair, 0, 1, -3.811976944336954, -3.5424519473759766
love, 15, 2, -2.6078569616810294, -3.3663606883202952
kabuki, 0, 1, -3.811976944336954, -3.5424519473759766
overhip, 0, 1, -3.811976944336954, -3.5424519473759766
underservices, 0, 1, -3.811976944336954, -3.5424519473759766
thought, 2, 2, -3.3348556896172914, -3.3663606883202952
above, 0, 1, -3.811976944336954, -3.5424519473759766
tip, 1, 1, -3.5109469486729727, -3.5424519473759766
job, 2, 2, -3.3348556896172914, -3.3663606883202952
such, 2, 1, -3.3348556896172914, -3.5424519473759766
surprised, 0, 1, -3.811976944336954, -3.5424519473759766
article, 0, 1, -3.811976944336954, -3.5424519473759766
read, 0, 1, -3.811976944336954, -3.5424519473759766
spices, 0, 1, -3.811976944336954, -3.5424519473759766
fucking, 0, 1, -3.811976944336954, -3.5424519473759766
bucks, 1, 1, -3.5109469486729727, -3.5424519473759766
head, 0, 1, -3.811976944336954, -3.5424519473759766
believe, 1, 2, -3.5109469486729727, -3.3663606883202952
oysters, 0, 1, -3.811976944336954, -3.5424519473759766
disbelief, 0, 1, -3.811976944336954, -3.5424519473759766
qualified, 0, 1, -3.811976944336954, -3.5424519473759766
version, 0, 1, -3.811976944336954, -3.5424519473759766
foods, 0, 1, -3.811976944336954, -3.5424519473759766
low, 0, 1, -3.811976944336954, -3.5424519473759766
tolerance, 0, 1, -3.811976944336954, -3.5424519473759766
customer, 2, 2, -3.3348556896172914, -3.3663606883202952
polite, 0, 1, -3.811976944336954, -3.5424519473759766
wash, 0, 1, -3.811976944336954, -3.5424519473759766
otherwise, 0, 1, -3.811976944336954, -3.5424519473759766
hated, 0, 1, -3.811976944336954, -3.5424519473759766
coconut, 0, 1, -3.811976944336954, -3.5424519473759766
meals, 1, 2, -3.5109469486729727, -3.3663606883202952
fella, 0, 1, -3.811976944336954, -3.5424519473759766
huevos, 0, 1, -3.811976944336954, -3.5424519473759766
rancheros, 0, 1, -3.811976944336954, -3.5424519473759766
appealing, 0, 1, -3.811976944336954, -3.5424519473759766
foodservice, 0, 1, -3.811976944336954, -3.5424519473759766
while, 5, 2, -3.03382569395331, -3.3663606883202952
room, 1, 2, -3.5109469486729727, -3.3663606883202952
tempi, 0, 1, -3.811976944336954, -3.5424519473759766
prepare, 0, 1, -3.811976944336954, -3.5424519473759766
bare, 0, 1, -3.811976944336954, -3.5424519473759766
hands, 1, 1, -3.5109469486729727, -3.5424519473759766
gloveseverything, 0, 1, -3.811976944336954, -3.5424519473759766
deep, 0, 1, -3.811976944336954, -3.5424519473759766
oil, 0, 1, -3.811976944336954, -3.5424519473759766
college, 0, 1, -3.811976944336954, -3.5424519473759766
cooking, 0, 1, -3.811976944336954, -3.5424519473759766
course, 1, 1, -3.5109469486729727, -3.5424519473759766
class, 0, 1, -3.811976944336954, -3.5424519473759766
started, 0, 2, -3.811976944336954, -3.3663606883202952
editing, 0, 1, -3.811976944336954, -3.5424519473759766
besides, 0, 1, -3.811976944336954, -3.5424519473759766
costcos, 0, 1, -3.811976944336954, -3.5424519473759766
weird, 0, 1, -3.811976944336954, -3.5424519473759766
vibe, 2, 1, -3.3348556896172914, -3.5424519473759766
hardly, 0, 1, -3.811976944336954, -3.5424519473759766
bagels, 0, 1, -3.811976944336954, -3.5424519473759766
grocery, 0, 1, -3.811976944336954, -3.5424519473759766
store, 0, 1, -3.811976944336954, -3.5424519473759766
arent, 0, 2, -3.811976944336954, -3.3663606883202952
used, 2, 1, -3.3348556896172914, -3.5424519473759766
doughy, 0, 1, -3.811976944336954, -3.5424519473759766
six, 0, 1, -3.811976944336954, -3.5424519473759766
inch, 0, 1, -3.811976944336954, -3.5424519473759766
wire, 0, 1, -3.811976944336954, -3.5424519473759766
salsa, 2, 1, -3.3348556896172914, -3.5424519473759766
albondigas, 0, 1, -3.811976944336954, -3.5424519473759766
tomato, 0, 1, -3.811976944336954, -3.5424519473759766
meatballs, 0, 1, -3.811976944336954, -3.5424519473759766
three, 0, 2, -3.811976944336954, -3.3663606883202952
different, 1, 1, -3.5109469486729727, -3.5424519473759766
occasions, 0, 1, -3.811976944336954, -3.5424519473759766
medium, 0, 1, -3.811976944336954, -3.5424519473759766
bloodiest, 0, 1, -3.811976944336954, -3.5424519473759766
plate, 1, 1, -3.5109469486729727, -3.5424519473759766
refused, 0, 1, -3.811976944336954, -3.5424519473759766
anymore, 0, 1, -3.811976944336954, -3.5424519473759766
allergy, 0, 1, -3.811976944336954, -3.5424519473759766
warnings, 0, 1, -3.811976944336954, -3.5424519473759766
menu, 10, 2, -2.770584259178729, -3.3663606883202952
absolutely, 5, 1, -3.03382569395331, -3.5424519473759766
clue, 0, 1, -3.811976944336954, -3.5424519473759766
contain, 0, 1, -3.811976944336954, -3.5424519473759766
peanuts, 0, 1, -3.811976944336954, -3.5424519473759766
pricing, 1, 1, -3.5109469486729727, -3.5424519473759766
concern, 0, 1, -3.811976944336954, -3.5424519473759766
mellow, 0, 1, -3.811976944336954, -3.5424519473759766
mushroom, 0, 1, -3.811976944336954, -3.5424519473759766
highly, 3, 1, -3.2099169530089915, -3.5424519473759766
unprofessional, 0, 1, -3.811976944336954, -3.5424519473759766
loyal, 0, 1, -3.811976944336954, -3.5424519473759766
patron, 0, 1, -3.811976944336954, -3.5424519473759766
spend, 0, 2, -3.811976944336954, -3.3663606883202952
bellagio, 0, 1, -3.811976944336954, -3.5424519473759766
anticipated, 0, 1, -3.811976944336954, -3.5424519473759766
weak, 0, 1, -3.811976944336954, -3.5424519473759766
correct, 0, 1, -3.811976944336954, -3.5424519473759766
bought, 0, 1, -3.811976944336954, -3.5424519473759766
house, 2, 1, -3.3348556896172914, -3.5424519473759766
dessert, 4, 1, -3.1130069400009353, -3.5424519473759766
returning, 0, 1, -3.811976944336954, -3.5424519473759766
cannot, 0, 1, -3.811976944336954, -3.5424519473759766
owner, 1, 1, -3.5109469486729727, -3.5424519473759766
unexperienced, 0, 1, -3.811976944336954, -3.5424519473759766
employees, 0, 1, -3.811976944336954, -3.5424519473759766
chickens, 0, 1, -3.811976944336954, -3.5424519473759766
heads, 0, 1, -3.811976944336954, -3.5424519473759766
cut, 0, 1, -3.811976944336954, -3.5424519473759766
judge, 0, 1, -3.811976944336954, -3.5424519473759766
call, 0, 1, -3.811976944336954, -3.5424519473759766
steakhouse, 0, 1, -3.811976944336954, -3.5424519473759766
properly, 0, 1, -3.811976944336954, -3.5424519473759766
understand, 0, 1, -3.811976944336954, -3.5424519473759766
concept, 0, 1, -3.811976944336954, -3.5424519473759766
crazy, 1, 1, -3.5109469486729727, -3.5424519473759766
guacamole, 0, 1, -3.811976944336954, -3.5424519473759766
puréed, 0, 1, -3.811976944336954, -3.5424519473759766
postinos, 0, 1, -3.811976944336954, -3.5424519473759766
hope, 1, 1, -3.5109469486729727, -3.5424519473759766
poisoning, 0, 1, -3.811976944336954, -3.5424519473759766
batch, 0, 1, -3.811976944336954, -3.5424519473759766
thinking, 0, 1, -3.811976944336954, -3.5424519473759766
yay, 0, 1, -3.811976944336954, -3.5424519473759766
hilarious, 0, 1, -3.811976944336954, -3.5424519473759766
yummy, 3, 1, -3.2099169530089915, -3.5424519473759766
christmas, 0, 1, -3.811976944336954, -3.5424519473759766
eve, 0, 1, -3.811976944336954, -3.5424519473759766
remember, 0, 1, -3.811976944336954, -3.5424519473759766
biggest, 0, 1, -3.811976944336954, -3.5424519473759766
entire, 0, 1, -3.811976944336954, -3.5424519473759766
ri, 0, 1, -3.811976944336954, -3.5424519473759766
calamari, 0, 1, -3.811976944336954, -3.5424519473759766
garlic, 0, 1, -3.811976944336954, -3.5424519473759766
fondue, 0, 1, -3.811976944336954, -3.5424519473759766
complain, 1, 1, -3.5109469486729727, -3.5424519473759766
lost, 0, 2, -3.811976944336954, -3.3663606883202952
finish, 1, 1, -3.5109469486729727, -3.5424519473759766
forever, 0, 1, -3.811976944336954, -3.5424519473759766
check, 4, 2, -3.1130069400009353, -3.3663606883202952
ones, 0, 1, -3.811976944336954, -3.5424519473759766
scene, 0, 1, -3.811976944336954, -3.5424519473759766
itdefinitely, 0, 1, -3.811976944336954, -3.5424519473759766
dennys, 0, 1, -3.811976944336954, -3.5424519473759766
downright, 0, 1, -3.811976944336954, -3.5424519473759766
waaaaaayyyyyyyyyy, 0, 1, -3.811976944336954, -3.5424519473759766
saying, 0, 1, -3.811976944336954, -3.5424519473759766
lacked, 0, 3, -3.811976944336954, -3.2414219517119953
sangria, 0, 1, -3.811976944336954, -3.5424519473759766
glass, 0, 1, -3.811976944336954, -3.5424519473759766
full, 2, 1, -3.3348556896172914, -3.5424519473759766
ridiculous, 0, 1, -3.811976944336954, -3.5424519473759766
sliced, 1, 1, -3.5109469486729727, -3.5424519473759766
brisket, 0, 1, -3.811976944336954, -3.5424519473759766
pork, 3, 1, -3.2099169530089915, -3.5424519473759766
itself, 2, 1, -3.3348556896172914, -3.5424519473759766
neat, 0, 1, -3.811976944336954, -3.5424519473759766
bathroom, 1, 2, -3.5109469486729727, -3.3663606883202952
trippy, 0, 1, -3.811976944336954, -3.5424519473759766
equally, 2, 1, -3.3348556896172914, -3.5424519473759766
hurry, 0, 1, -3.811976944336954, -3.5424519473759766
seating, 2, 1, -3.3348556896172914, -3.5424519473759766
reservation, 0, 1, -3.811976944336954, -3.5424519473759766
stretch, 0, 1, -3.811976944336954, -3.5424519473759766
imagination, 0, 1, -3.811976944336954, -3.5424519473759766
cashew, 0, 1, -3.811976944336954, -3.5424519473759766
cream, 2, 1, -3.3348556896172914, -3.5424519473759766
undercooked, 0, 2, -3.811976944336954, -3.3663606883202952
chipolte, 0, 1, -3.811976944336954, -3.5424519473759766
ranch, 0, 1, -3.811976944336954, -3.5424519473759766
dipping, 0, 1, -3.811976944336954, -3.5424519473759766
sause, 0, 1, -3.811976944336954, -3.5424519473759766
seemed, 0, 2, -3.811976944336954, -3.3663606883202952
thin, 3, 1, -3.2099169530089915, -3.5424519473759766
watered, 0, 1, -3.811976944336954, -3.5424519473759766
heat, 1, 1, -3.5109469486729727, -3.5424519473759766
sweet, 4, 1, -3.1130069400009353, -3.5424519473759766
spicy, 6, 1, -2.966878904322697, -3.5424519473759766
vegetarian, 1, 1, -3.5109469486729727, -3.5424519473759766
fare, 1, 1, -3.5109469486729727, -3.5424519473759766
twice, 5, 1, -3.03382569395331, -3.5424519473759766
outside, 1, 2, -3.5109469486729727, -3.3663606883202952
workers, 0, 1, -3.811976944336954, -3.5424519473759766
ambiance, 5, 2, -3.03382569395331, -3.3663606883202952
setting, 2, 1, -3.3348556896172914, -3.5424519473759766
douchey, 0, 1, -3.811976944336954, -3.5424519473759766
indoor, 0, 1, -3.811976944336954, -3.5424519473759766
garden, 0, 1, -3.811976944336954, -3.5424519473759766
biscuits, 1, 1, -3.5109469486729727, -3.5424519473759766
con, 0, 1, -3.811976944336954, -3.5424519473759766
spotty, 0, 1, -3.811976944336954, -3.5424519473759766
neither, 0, 1, -3.811976944336954, -3.5424519473759766
ensued, 0, 1, -3.811976944336954, -3.5424519473759766
apologize, 0, 1, -3.811976944336954, -3.5424519473759766
anything, 1, 1, -3.5109469486729727, -3.5424519473759766
reason, 0, 1, -3.811976944336954, -3.5424519473759766
fill, 0, 1, -3.811976944336954, -3.5424519473759766
binge, 0, 1, -3.811976944336954, -3.5424519473759766
drinking, 0, 1, -3.811976944336954, -3.5424519473759766
carbs, 0, 1, -3.811976944336954, -3.5424519473759766
insults, 0, 1, -3.811976944336954, -3.5424519473759766
profound, 0, 1, -3.811976944336954, -3.5424519473759766
deuchebaggery, 0, 1, -3.811976944336954, -3.5424519473759766
smoke, 0, 1, -3.811976944336954, -3.5424519473759766
break, 0, 1, -3.811976944336954, -3.5424519473759766
serving, 1, 1, -3.5109469486729727, -3.5424519473759766
solidify, 0, 1, -3.811976944336954, -3.5424519473759766
orders, 1, 1, -3.5109469486729727, -3.5424519473759766
tacos, 3, 1, -3.2099169530089915, -3.5424519473759766
part, 1, 1, -3.5109469486729727, -3.5424519473759766
ask, 2, 1, -3.3348556896172914, -3.5424519473759766
combo, 0, 1, -3.811976944336954, -3.5424519473759766
ala, 0, 1, -3.811976944336954, -3.5424519473759766
cart, 0, 1, -3.811976944336954, -3.5424519473759766
blame, 0, 1, -3.811976944336954, -3.5424519473759766
placed, 0, 1, -3.811976944336954, -3.5424519473759766
door, 1, 2, -3.5109469486729727, -3.3663606883202952
rave, 0, 1, -3.811976944336954, -3.5424519473759766
herewhat, 0, 1, -3.811976944336954, -3.5424519473759766
del, 0, 1, -3.811976944336954, -3.5424519473759766
taco, 1, 1, -3.5109469486729727, -3.5424519473759766
avoided, 0, 1, -3.811976944336954, -3.5424519473759766
decent, 1, 1, -3.5109469486729727, -3.5424519473759766
hamburger, 0, 1, -3.811976944336954, -3.5424519473759766
hell, 0, 1, -3.811976944336954, -3.5424519473759766
gotten, 0, 1, -3.811976944336954, -3.5424519473759766
services, 0, 1, -3.811976944336954, -3.5424519473759766
yaall, 0, 1, -3.811976944336954, -3.5424519473759766
guy, 1, 1, -3.5109469486729727, -3.5424519473759766
doing, 0, 1, -3.811976944336954, -3.5424519473759766
shots, 0, 1, -3.811976944336954, -3.5424519473759766
fireball, 0, 1, -3.811976944336954, -3.5424519473759766
behind, 0, 1, -3.811976944336954, -3.5424519473759766
set, 1, 1, -3.5109469486729727, -3.5424519473759766
disapppointment, 0, 1, -3.811976944336954, -3.5424519473759766
entrees, 1, 1, -3.5109469486729727, -3.5424519473759766
suck, 0, 1, -3.811976944336954, -3.5424519473759766
correction, 0, 1, -3.811976944336954, -3.5424519473759766
heimer, 0, 1, -3.811976944336954, -3.5424519473759766
prettyoff, 0, 1, -3.811976944336954, -3.5424519473759766
putting, 0, 1, -3.811976944336954, -3.5424519473759766
cause, 0, 1, -3.811976944336954, -3.5424519473759766
family, 6, 1, -2.966878904322697, -3.5424519473759766
owned, 0, 1, -3.811976944336954, -3.5424519473759766
vomited, 0, 1, -3.811976944336954, -3.5424519473759766
become, 1, 1, -3.5109469486729727, -3.5424519473759766
yet, 1, 1, -3.5109469486729727, -3.5424519473759766
circumstances, 0, 1, -3.811976944336954, -3.5424519473759766
tops, 0, 1, -3.811976944336954, -3.5424519473759766
tuna, 0, 1, -3.811976944336954, -3.5424519473759766
brownish, 0, 1, -3.811976944336954, -3.5424519473759766
obviously, 0, 1, -3.811976944336954, -3.5424519473759766
below, 0, 1, -3.811976944336954, -3.5424519473759766
does, 1, 1, -3.5109469486729727, -3.5424519473759766
nachos, 1, 1, -3.5109469486729727, -3.5424519473759766
movies, 0, 1, -3.811976944336954, -3.5424519473759766
ha, 0, 1, -3.811976944336954, -3.5424519473759766
flop, 0, 1, -3.811976944336954, -3.5424519473759766
problem, 0, 1, -3.811976944336954, -3.5424519473759766
charge, 0, 1, -3.811976944336954, -3.5424519473759766
1199, 0, 1, -3.811976944336954, -3.5424519473759766
bigger, 0, 1, -3.811976944336954, -3.5424519473759766
subway, 2, 1, -3.3348556896172914, -3.5424519473759766
sub, 0, 1, -3.811976944336954, -3.5424519473759766
offers, 1, 1, -3.5109469486729727, -3.5424519473759766
amount, 1, 1, -3.5109469486729727, -3.5424519473759766
unwrapped, 0, 1, -3.811976944336954, -3.5424519473759766
mile, 0, 1, -3.811976944336954, -3.5424519473759766
brushfire, 0, 1, -3.811976944336954, -3.5424519473759766
ice, 4, 1, -3.1130069400009353, -3.5424519473759766
impressive, 0, 1, -3.811976944336954, -3.5424519473759766
hasnt, 0, 1, -3.811976944336954, -3.5424519473759766
closed, 0, 1, -3.811976944336954, -3.5424519473759766
staying, 1, 1, -3.5109469486729727, -3.5424519473759766
mirage, 0, 1, -3.811976944336954, -3.5424519473759766
refried, 0, 1, -3.811976944336954, -3.5424519473759766
dried, 0, 1, -3.811976944336954, -3.5424519473759766
crusty, 0, 1, -3.811976944336954, -3.5424519473759766
lady, 0, 1, -3.811976944336954, -3.5424519473759766
caterpillar, 0, 1, -3.811976944336954, -3.5424519473759766
presentation, 1, 1, -3.5109469486729727, -3.5424519473759766
appetite, 0, 1, -3.811976944336954, -3.5424519473759766
instantly, 0, 1, -3.811976944336954, -3.5424519473759766
whole, 1, 1, -3.5109469486729727, -3.5424519473759766
underwhelming, 0, 1, -3.811976944336954, -3.5424519473759766
ninja, 0, 1, -3.811976944336954, -3.5424519473759766
hadnt, 0, 1, -3.811976944336954, -3.5424519473759766
wasted, 0, 1, -3.811976944336954, -3.5424519473759766
life, 1, 1, -3.5109469486729727, -3.5424519473759766
poured, 0, 1, -3.811976944336954, -3.5424519473759766
salt, 0, 1, -3.811976944336954, -3.5424519473759766
wound, 0, 1, -3.811976944336954, -3.5424519473759766
drawing, 0, 1, -3.811976944336954, -3.5424519473759766
wow, 3, 0, -3.2099169530089915, -3.843481943039958
loved, 9, 0, -2.811976944336954, -3.843481943039958
stopped, 2, 0, -3.3348556896172914, -3.843481943039958
bank, 1, 0, -3.5109469486729727, -3.843481943039958
holiday, 1, 0, -3.5109469486729727, -3.843481943039958
rick, 1, 0, -3.5109469486729727, -3.843481943039958
steve, 1, 0, -3.5109469486729727, -3.843481943039958
recommendation, 3, 0, -3.2099169530089915, -3.843481943039958
great, 66, 0, -1.9859021416361275, -3.843481943039958
touch, 2, 0, -3.3348556896172914, -3.843481943039958
prompt, 1, 0, -3.5109469486729727, -3.843481943039958
cape, 1, 0, -3.5109469486729727, -3.843481943039958
cod, 1, 0, -3.5109469486729727, -3.843481943039958
ravoli, 1, 0, -3.5109469486729727, -3.843481943039958
chickenwith, 1, 0, -3.5109469486729727, -3.843481943039958
cranberrymmmm, 1, 0, -3.5109469486729727, -3.843481943039958
cute, 2, 0, -3.3348556896172914, -3.843481943039958
less, 1, 0, -3.5109469486729727, -3.843481943039958
interior, 1, 0, -3.5109469486729727, -3.843481943039958
beautiful, 3, 0, -3.2099169530089915, -3.843481943039958
performed, 1, 0, -3.5109469486729727, -3.843481943039958
rightthe, 1, 0, -3.5109469486729727, -3.843481943039958
velvet, 1, 0, -3.5109469486729727, -3.843481943039958
cakeohhh, 1, 0, -3.5109469486729727, -3.843481943039958
stuff, 2, 0, -3.3348556896172914, -3.843481943039958
hole, 1, 0, -3.5109469486729727, -3.843481943039958
wall, 2, 0, -3.3348556896172914, -3.843481943039958
mexican, 2, 0, -3.3348556896172914, -3.843481943039958
street, 1, 0, -3.5109469486729727, -3.843481943039958
combos, 1, 0, -3.5109469486729727, -3.843481943039958
beer, 7, 0, -2.9088869573450102, -3.843481943039958
23, 1, 0, -3.5109469486729727, -3.843481943039958
accident, 1, 0, -3.5109469486729727, -3.843481943039958
happier, 1, 0, -3.5109469486729727, -3.843481943039958
redeeming, 1, 0, -3.5109469486729727, -3.843481943039958
inexpensive, 2, 0, -3.3348556896172914, -3.843481943039958
ample, 1, 0, -3.5109469486729727, -3.843481943039958
positive, 1, 0, -3.5109469486729727, -3.843481943039958
provided, 1, 0, -3.5109469486729727, -3.843481943039958
prime, 1, 0, -3.5109469486729727, -3.843481943039958
rib, 1, 0, -3.5109469486729727, -3.843481943039958
section, 1, 0, -3.5109469486729727, -3.843481943039958
greek, 3, 0, -3.2099169530089915, -3.843481943039958
dressing, 2, 0, -3.3348556896172914, -3.843481943039958
pita, 3, 0, -3.2099169530089915, -3.843481943039958
hummus, 3, 0, -3.2099169530089915, -3.843481943039958
refreshing, 1, 0, -3.5109469486729727, -3.843481943039958
sunglasses, 1, 0, -3.5109469486729727, -3.843481943039958
itfriendly, 1, 0, -3.5109469486729727, -3.843481943039958
wonderful, 5, 0, -3.03382569395331, -3.843481943039958
imaginative, 1, 0, -3.5109469486729727, -3.843481943039958
receives, 1, 0, -3.5109469486729727, -3.843481943039958
appetizers, 2, 0, -3.3348556896172914, -3.843481943039958
wed, 1, 0, -3.5109469486729727, -3.843481943039958
military, 1, 0, -3.5109469486729727, -3.843481943039958
discount, 1, 0, -3.5109469486729727, -3.843481943039958
updatewent, 1, 0, -3.5109469486729727, -3.843481943039958
second, 2, 0, -3.3348556896172914, -3.843481943039958
seasoned, 2, 0, -3.3348556896172914, -3.843481943039958
spring, 1, 0, -3.5109469486729727, -3.843481943039958
rolls, 2, 0, -3.3348556896172914, -3.843481943039958
delicious, 19, 0, -2.5109469486729727, -3.843481943039958
sexy, 1, 0, -3.5109469486729727, -3.843481943039958
party, 3, 0, -3.2099169530089915, -3.843481943039958
mouth, 3, 0, -3.2099169530089915, -3.843481943039958
youre, 3, 0, -3.2099169530089915, -3.843481943039958
outrageously, 1, 0, -3.5109469486729727, -3.843481943039958
flirting, 1, 0, -3.5109469486729727, -3.843481943039958
hottest, 1, 0, -3.5109469486729727, -3.843481943039958
person, 1, 0, -3.5109469486729727, -3.843481943039958
bloddy, 1, 0, -3.5109469486729727, -3.843481943039958
marys, 1, 0, -3.5109469486729727, -3.843481943039958
mussels, 1, 0, -3.5109469486729727, -3.843481943039958
reduction, 1, 0, -3.5109469486729727, -3.843481943039958
duck, 2, 0, -3.3348556896172914, -3.843481943039958
tender, 3, 0, -3.2099169530089915, -3.843481943039958
tigerlilly, 1, 0, -3.5109469486729727, -3.843481943039958
fantastic, 10, 0, -2.770584259178729, -3.843481943039958
afternoon, 1, 0, -3.5109469486729727, -3.843481943039958
ambience, 3, 0, -3.2099169530089915, -3.843481943039958
music, 2, 0, -3.3348556896172914, -3.843481943039958
playing, 2, 0, -3.3348556896172914, -3.843481943039958
sooooo, 1, 0, -3.5109469486729727, -3.843481943039958
guys, 1, 0, -3.5109469486729727, -3.843481943039958
steaks, 4, 0, -3.1130069400009353, -3.843481943039958
loving, 1, 0, -3.5109469486729727, -3.843481943039958
son, 1, 0, -3.5109469486729727, -3.843481943039958
hes, 1, 0, -3.5109469486729727, -3.843481943039958
phenomenal, 1, 0, -3.5109469486729727, -3.843481943039958
venturing, 1, 0, -3.5109469486729727, -3.843481943039958
belly, 2, 0, -3.3348556896172914, -3.843481943039958
penne, 1, 0, -3.5109469486729727, -3.843481943039958
vodka, 1, 0, -3.5109469486729727, -3.843481943039958
excellent, 10, 0, -2.770584259178729, -3.843481943039958
meet, 1, 0, -3.5109469486729727, -3.843481943039958
expectations, 1, 0, -3.5109469486729727, -3.843481943039958
suggestions, 1, 0, -3.5109469486729727, -3.843481943039958
decorated, 2, 0, -3.3348556896172914, -3.843481943039958
mandalay, 1, 0, -3.5109469486729727, -3.843481943039958
joint, 2, 0, -3.3348556896172914, -3.843481943039958
voodoo, 1, 0, -3.5109469486729727, -3.843481943039958
gluten, 1, 0, -3.5109469486729727, -3.843481943039958
free, 1, 0, -3.5109469486729727, -3.843481943039958
bacon, 5, 0, -3.03382569395331, -3.843481943039958
hella, 1, 0, -3.5109469486729727, -3.843481943039958
salty, 1, 0, -3.5109469486729727, -3.843481943039958
fine, 2, 0, -3.3348556896172914, -3.843481943039958
menus, 1, 0, -3.5109469486729727, -3.843481943039958
handed, 1, 0, -3.5109469486729727, -3.843481943039958
ladies, 2, 0, -3.3348556896172914, -3.843481943039958
listed, 1, 0, -3.5109469486729727, -3.843481943039958
lordy, 1, 0, -3.5109469486729727, -3.843481943039958
khao, 1, 0, -3.5109469486729727, -3.843481943039958
soi, 1, 0, -3.5109469486729727, -3.843481943039958
missed, 1, 0, -3.5109469486729727, -3.843481943039958
lovers, 1, 0, -3.5109469486729727, -3.843481943039958
modern, 1, 0, -3.5109469486729727, -3.843481943039958
hip, 1, 0, -3.5109469486729727, -3.843481943039958
maintaining, 1, 0, -3.5109469486729727, -3.843481943039958
coziness, 1, 0, -3.5109469486729727, -3.843481943039958
lemon, 1, 0, -3.5109469486729727, -3.843481943039958
raspberry, 1, 0, -3.5109469486729727, -3.843481943039958
cocktail, 1, 0, -3.5109469486729727, -3.843481943039958
incredible, 4, 0, -3.1130069400009353, -3.843481943039958
interesting, 3, 0, -3.2099169530089915, -3.843481943039958
decor, 3, 0, -3.2099169530089915, -3.843481943039958
bread, 5, 0, -3.03382569395331, -3.843481943039958
butter, 3, 0, -3.2099169530089915, -3.843481943039958
bits, 1, 0, -3.5109469486729727, -3.843481943039958
topvery, 1, 0, -3.5109469486729727, -3.843481943039958
original, 1, 0, -3.5109469486729727, -3.843481943039958
feeling, 2, 0, -3.3348556896172914, -3.843481943039958
satisfied, 1, 0, -3.5109469486729727, -3.843481943039958
bowl, 2, 0, -3.3348556896172914, -3.843481943039958
serivce, 1, 0, -3.5109469486729727, -3.843481943039958
spot, 6, 0, -2.966878904322697, -3.843481943039958
sides, 2, 0, -3.3348556896172914, -3.843481943039958
delish, 2, 0, -3.3348556896172914, -3.843481943039958
mixed, 1, 0, -3.5109469486729727, -3.843481943039958
mushrooms, 1, 0, -3.5109469486729727, -3.843481943039958
yukon, 1, 0, -3.5109469486729727, -3.843481943039958
puree, 2, 0, -3.3348556896172914, -3.843481943039958
white, 3, 0, -3.2099169530089915, -3.843481943039958
corn, 1, 0, -3.5109469486729727, -3.843481943039958
beateous, 1, 0, -3.5109469486729727, -3.843481943039958
jamaican, 1, 0, -3.5109469486729727, -3.843481943039958
mojitos, 1, 0, -3.5109469486729727, -3.843481943039958
rich, 1, 0, -3.5109469486729727, -3.843481943039958
accordingly, 1, 0, -3.5109469486729727, -3.843481943039958
wrapped, 1, 0, -3.5109469486729727, -3.843481943039958
dates, 1, 0, -3.5109469486729727, -3.843481943039958
otto, 1, 0, -3.5109469486729727, -3.843481943039958
welcome, 1, 0, -3.5109469486729727, -3.843481943039958
hardest, 1, 0, -3.5109469486729727, -3.843481943039958
decision, 1, 0, -3.5109469486729727, -3.843481943039958
ms, 1, 0, -3.5109469486729727, -3.843481943039958
supposed, 1, 0, -3.5109469486729727, -3.843481943039958
everyone, 2, 0, -3.3348556896172914, -3.843481943039958
providing, 1, 0, -3.5109469486729727, -3.843481943039958
flavourful, 1, 0, -3.5109469486729727, -3.843481943039958
flavorful, 3, 0, -3.2099169530089915, -3.843481943039958
delights, 1, 0, -3.5109469486729727, -3.843481943039958
ayce, 1, 0, -3.5109469486729727, -3.843481943039958
lighting, 1, 0, -3.5109469486729727, -3.843481943039958
dark, 2, 0, -3.3348556896172914, -3.843481943039958
mood, 1, 0, -3.5109469486729727, -3.843481943039958
creamy, 2, 0, -3.3348556896172914, -3.843481943039958
peanut, 1, 0, -3.5109469486729727, -3.843481943039958
7, 1, 0, -3.5109469486729727, -3.843481943039958
sticks, 2, 0, -3.3348556896172914, -3.843481943039958
exquisite, 1, 0, -3.5109469486729727, -3.843481943039958
generous, 3, 0, -3.2099169530089915, -3.843481943039958
portion, 1, 0, -3.5109469486729727, -3.843481943039958
plus, 2, 0, -3.3348556896172914, -3.843481943039958
thus, 1, 0, -3.5109469486729727, -3.843481943039958
visited, 1, 0, -3.5109469486729727, -3.843481943039958
year, 1, 0, -3.5109469486729727, -3.843481943039958
veggitarian, 1, 0, -3.5109469486729727, -3.843481943039958
platter, 1, 0, -3.5109469486729727, -3.843481943039958
world, 2, 0, -3.3348556896172914, -3.843481943039958
madison, 1, 0, -3.5109469486729727, -3.843481943039958
ironman, 1, 0, -3.5109469486729727, -3.843481943039958
chefs, 1, 0, -3.5109469486729727, -3.843481943039958
patio, 3, 0, -3.2099169530089915, -3.843481943039958
